CustomerID,AnnualIncome,Industry
2660,78000,Investment
2661,242400,Banking and Finance
2662,59400,Information Technology
2663,52000,HealthCare
2664,201000,Property
2665,58000,Manufacturing
2666,50120,Banking and Finance
2667,80000,Information Technology
2668,73800,Property
2669,82000,Communications
2670,73840,Information Technology
2671,52000,Communications
2672,75000,Information Technology
2673,58000,Food and Beverages
2674,74160,Communications
2675,78000,Property
2676,58000,HealthCare
2677,52000,Food and Beverages
2678,47000,Transport
2679,55240,Information Technology
2680,33835,Food and Beverages
2681,52000,Diversified
2682,42100,Accounting
2683,33082,Data Storage
2684,32700,Transport
2685,59500,Information Technology
2686,225940,Education
2687,51000,Communications
2688,32285,Energy and Utility
2689,46500,Electronics
2690,89200,Investment
2691,75400,Retail
2692,52760,Property
2693,48800,Property
2694,49040,Security
2695,53000,Data Storage
2696,83000,Transport
2697,32703,Food and Beverages
2698,77100,Investment
2699,80000,Manufacturing
2700,143000,Security
2701,83000,Transport
2702,252000,Manufacturing
2703,243000,HealthCare
2704,102000,Transport
2705,202000,Investment
2706,82000,Security
2707,80010,Property
2708,33837,Communications
2709,53000,Manufacturing
2710,55000,HealthCare
2711,205600,Design
2712,32303,Data Storage
2713,60100,Transport
2714,48800,Information Technology
2715,79000,Investment
2716,46500,Transport
2717,38800,Transport
2718,42000,Information Technology
2719,79200,Accounting
2720,58000,Information Technology
2721,60429,Transport
2722,51000,Data Storage
2723,48000,HealthCare
2724,52000,HealthCare
2725,44240,Banking and Finance
2726,75400,Manufacturing
2727,98000,Transport
2728,52000,Government
2729,56500,Investment
2730,79280,Diversified
2731,80700,Communications
2732,73000,Transport
2733,60000,Property
2734,186000,Electronics
2735,33843,Investment
2736,48000,Logistics
2737,54000,Diversified
2738,60000,Manufacturing
2739,49000,Education
2740,55360,Property
2741,32310,Investment
2742,52800,Property
2743,46500,Information Technology
2744,78520,Diversified
2745,52000,Accounting
2746,53280,HealthCare
2747,42000,Education
2748,42000,Communications
2749,59440,Entertainment
2750,50000,Government
2751,42000,Design
2752,73000,Information Technology
2753,48960,Banking and Finance
2754,74320,Transport
2755,77200,Property
2756,57000,Marine
2757,73000,Transport
2758,51473,Transport
2759,31756,Transport
2760,43000,Property
2761,42000,Entertainment
2762,53280,Communications
2763,42100,Accounting
2764,243800,Manufacturing
2765,42000,Design
2766,77728,Investment
2767,58000,Transport
2768,31402,Retail
2769,48000,Electronics
2770,59000,Investment
2771,91920,Government
2772,75400,Retail
2773,140000,Entertainment
2774,73000,Diversified
2775,198240,Information Technology
2776,245000,Manufacturing
2777,76000,Transport
2778,75440,Manufacturing
2779,53000,Communications
2780,44000,Property
2781,90360,Logistics
2782,78000,Investment
2783,73880,Transport
2784,80000,Investment
2785,90000,Manufacturing
2786,146000,Transport
2787,155000,Design
2788,54000,Manufacturing
2789,54000,Property
2790,80000,Investment
2791,196840,Transport
2792,83000,Information Technology
2793,85600,Accounting
2794,84560,Consulting
2795,50200,Government
2796,56000,HealthCare
2797,83000,HealthCare
2798,98000,Energy and Utility
2799,44280,Food and Beverages
2800,58200,Consulting
2801,45000,Education
2802,252000,Manufacturing
2803,83000,Communications
2804,73880,HealthCare
2805,58092,Data Storage
2806,42000,HealthCare
2807,46560,Consulting
2808,74000,Manufacturing
2809,89400,Information Technology
2810,75480,Logistics
2811,43000,Manufacturing
2812,55000,Information Technology
2813,49100,Information Technology
2814,79000,HealthCare
2815,52000,Manufacturing
2816,52000,Education
2817,82000,Logistics
2818,51000,Marine
2819,42000,HealthCare
2820,49100,Manufacturing
2821,74000,Logistics
2822,73000,Property
2823,83000,Energy and Utility
2824,246000,Manufacturing
2825,90000,Security
2826,74360,Media
2827,138000,Transport
2828,46560,Transport
2829,245600,Manufacturing
2830,98000,Transport
2831,219360,Consulting
2832,82000,Manufacturing
2833,57000,Diversified
2834,81000,Property
2835,155920,Education
2836,125600,Agribusiness
2837,73000,Government
2838,78040,Diversified
2839,117000,Banking and Finance
2840,150330,Retail
2841,50000,Manufacturing
2842,54080,Consulting
2843,60000,Entertainment
2844,47640,Entertainment
2845,79800,Information Technology
2846,78100,Communications
2847,102000,Accounting
2848,48000,Communications
2849,55000,Media
2850,79500,Transport
2851,57000,Government
2852,46560,Diversified
2853,58200,Education
2854,199000,Food and Beverages
2855,46560,Agribusiness
2856,50000,Property
2857,59440,Manufacturing
2858,54100,Manufacturing
2859,73000,Property
2860,199000,Energy and Utility
2861,31760,Transport
2862,79000,Security
2863,49000,Government
2864,60100,Marine
2865,50280,Communications
2866,50000,Diversified
2867,57000,Diversified
2868,83400,HealthCare
2869,43680,Data Storage
2870,199010,Property
2871,50000,Communications
2872,74160,Information Technology
2873,52000,Communications
2874,47000,Electronics
2875,97000,Communications
2876,47200,Food and Beverages
2877,69000,Logistics
2878,78000,Government
2879,43000,Retail
2880,83400,Transport
2881,73000,Transport
2882,198000,Investment
2883,113026,Government
2884,83500,Transport
2885,39625,Communications
2886,48000,Security
2887,73000,Manufacturing
2888,44280,Manufacturing
2889,68000,Retail
2890,75120,Transport
2891,77890,Transport
2892,45550,Diversified
2893,75640,Information Technology
2894,58000,Government
2895,95300,Investment
2896,78000,Government
2897,58000,Manufacturing
2898,98280,Banking and Finance
2899,47000,Retail
2900,76000,HealthCare
2901,80000,Energy and Utility
2902,71500,Property
2903,46500,Diversified
2904,78000,Property
2905,75000,Property
2906,63500,Communications
2907,78100,Communications
2908,40000,Investment
2909,77000,Marine
2910,38250,Retail
2911,82000,Transport
2912,45000,Retail
2913,75000,Information Technology
2914,47000,Transport
2915,49000,Communications
2916,52000,Agribusiness
2917,57000,Manufacturing
2918,32596,Food and Beverages
2919,49640,Food and Beverages
2920,34000,Media
2921,75640,Transport
2922,65000,Transport
2923,45000,Property
2924,53000,Property
2925,69000,Manufacturing
2926,56520,Transport
2927,83000,Manufacturing
2928,49000,Security
2929,45240,Security
2930,59000,Banking and Finance
2931,81000,Property
2932,68000,Communications
2933,44000,Entertainment
2934,48650,Manufacturing
2935,46800,Energy and Utility
2936,79000,Accounting
2937,46890,Consulting
2938,73000,Accounting
2939,60000,Energy and Utility
2940,105000,Design
2941,58000,Information Technology
2942,58000,HealthCare
2943,53000,Marine
2944,70000,HealthCare
2945,49000,Transport
2946,30691,Manufacturing
2947,44320,Design
2948,150000,Data Storage
2949,197500,Investment
2950,55000,HealthCare
2951,79000,Manufacturing
2952,81000,Security
2953,85000,Banking and Finance
2954,69000,Consulting
2955,252000,Food and Beverages
2956,75000,HealthCare
2957,80000,Entertainment
2958,60000,Diversified
2959,80000,Security
2960,59650,Retail
2961,75900,Service
2962,53280,Food and Beverages
2963,55000,Transport
2964,70300,Investment
2965,63000,HealthCare
2966,74160,Property
2967,51000,Media
2968,60000,Transport
2969,86900,Manufacturing
2970,59000,Diversified
2971,55000,Government
2972,51000,Property
2973,74000,Property
2974,43000,Security
2975,80000,Transport
2976,43000,Property
2977,30692,Transport
2978,39200,Electronics
2979,59000,Property
2980,49000,HealthCare
2981,111000,Property
2982,39280,HealthCare
2983,59791,Manufacturing
2984,45000,Retail
2985,44000,Property
2986,99000,Design
2987,75000,Retail
2988,42840,Property
2989,222000,Transport
2990,43560,Property
2991,53000,Energy and Utility
2992,143040,Consulting
2993,45000,Transport
2994,69000,Information Technology
2995,50000,Marine
2996,99000,Banking and Finance
2997,55600,Manufacturing
2998,52000,Manufacturing
2999,169000,Security
3000,169300,Energy and Utility
3001,202800,Transport
3002,53500,Communications
3003,42000,Transport
3004,51000,Diversified
3005,80240,Information Technology
3006,78000,Design
3007,58216,HealthCare
3008,244000,Transport
3009,58000,Security
3010,58000,Electronics
3011,79400,Retail
3012,60000,Retail
3013,42000,Property
3014,89000,Investment
3015,88000,HealthCare
3016,123000,Electronics
3017,68950,Electronics
3018,156000,Food and Beverages
3019,77000,Investment
3020,60000,Electronics
3021,42000,Information Technology
3022,60000,Property
3023,74400,HealthCare
3024,83000,Transport
3025,83000,Transport
3026,45610,Security
3027,77520,Manufacturing
3028,74400,HealthCare
3029,43500,Energy and Utility
3030,74360,Transport
3031,64000,Information Technology
3032,48000,Information Technology
3033,73000,Transport
3034,49160,Food and Beverages
3035,126000,Energy and Utility
3036,77000,Property
3037,252500,Electronics
3038,74000,Media
3039,78680,Transport
3040,111120,Accounting
3041,53000,Information Technology
3042,80080,Property
3043,33949,Transport
3044,73000,HealthCare
3045,58700,Entertainment
3046,47200,HealthCare
3047,50280,Accounting
3048,57000,Information Technology
3049,48200,Information Technology
3050,46800,Diversified
3051,138100,Investment
3052,50000,Security
3053,77000,Food and Beverages
3054,55000,Communications
3055,79000,Transport
3056,43000,Communications
3057,74600,Food and Beverages
3058,32730,Electronics
3059,199000,Information Technology
3060,60000,HealthCare
3061,78000,Transport
3062,45840,Consulting
3063,74600,Banking and Finance
3064,58360,Transport
3065,45630,Transport
3066,92000,Transport
3067,49400,Retail
3068,50000,Transport
3069,48000,Property
3070,78659,Logistics
3071,52800,Manufacturing
3072,31291,Communications
3073,75760,Food and Beverages
3074,43000,Transport
3075,79000,Consulting
3076,79000,HealthCare
3077,60100,Information Technology
3078,83000,Government
3079,209500,Property
3080,38000,Communications
3081,48000,Transport
3082,47000,Retail
3083,42000,Design
3084,57000,Communications
3085,89600,Investment
3086,68391,Manufacturing
3087,46800,Diversified
3088,59000,Government
3089,42000,Food and Beverages
3090,49000,Security
3091,54120,Electronics
3092,44320,Transport
3093,45000,Energy and Utility
3094,52000,Government
3095,42000,Logistics
3096,50000,Diversified
3097,201000,Manufacturing
3098,52000,Information Technology
3099,51000,Entertainment
3100,32868,Transport
3101,58360,Transport
3102,157000,Energy and Utility
3103,50000,Electronics
3104,44000,Communications
3105,57775,Banking and Finance
3106,44400,HealthCare
3107,47000,Transport
3108,44500,Property
3109,73000,Energy and Utility
3110,214460,Media
3111,80200,Transport
3112,51000,Design
3113,52000,Manufacturing
3114,78000,Transport
3115,48000,Energy and Utility
3116,74000,HealthCare
3117,74400,Communications
3118,51900,HealthCare
3119,82040,Transport
3120,75360,Banking and Finance
3121,55600,Transport
3122,74000,Communications
3123,58550,Manufacturing
3124,82040,Information Technology
3125,52000,Banking and Finance
3126,253520,Food and Beverages
3127,54120,Retail
3128,90480,Energy and Utility
3129,42000,HealthCare
3130,80760,Property
3131,59000,Electronics
3132,49960,Property
3133,52000,Diversified
3134,74000,Investment
3135,42000,Communications
3136,60000,Manufacturing
3137,53400,Security
3138,75000,Communications
3139,86000,Investment
3140,92000,Electronics
3141,74400,Manufacturing
3142,198200,HealthCare
3143,32731,Media
3144,31589,Manufacturing
3145,206000,Investment
3146,56087,Transport
3147,80000,Media
3148,81000,Information Technology
3149,74600,Marine
3150,46000,Retail
3151,141600,Security
3152,49200,Banking and Finance
3153,45000,Communications
3154,73000,Investment
3155,99000,Property
3156,51900,Electronics
3157,42000,Energy and Utility
3158,99000,Investment
3159,44400,Security
3160,253800,Banking and Finance
3161,56600,Food and Beverages
3162,55000,HealthCare
3163,44400,Agribusiness
3164,75800,Manufacturing
3165,55000,Communications
3166,79000,HealthCare
3167,52000,Entertainment
3168,51000,Government
3169,74400,Diversified
3170,31597,Communications
3171,59100,Transport
3172,74400,Consulting
3173,45000,Investment
3174,49800,Marine
3175,60100,Transport
3176,52000,HealthCare
3177,77720,Diversified
3178,49000,Property
3179,49760,Transport
3180,76200,Transport
3181,43800,Agribusiness
3182,44400,Transport
3183,80800,Manufacturing
3184,42000,Property
3185,50000,Property
3186,80840,Manufacturing
3187,52000,HealthCare
3188,143320,Energy and Utility
3189,45000,Transport
3190,46920,Media
3191,76000,Transport
3192,58000,Investment
3193,254000,HealthCare
3194,22433,Consulting
3195,53500,Retail
3196,52000,Communications
3197,74400,Investment
3198,99100,Energy and Utility
3199,89840,HealthCare
3200,54160,Property
3201,81772,Transport
3202,138800,Investment
3203,86320,Diversified
3204,75800,Retail
3205,42000,Electronics
3206,55000,HealthCare
3207,60100,Government
3208,60000,HealthCare
3209,83800,Design
3210,57000,HealthCare
3211,48200,Communications
3212,73000,Transport
3213,254000,Manufacturing
3214,83000,Information Technology
3215,57000,Information Technology
3216,31603,Media
3217,78100,Property
3218,79000,Investment
3219,74000,Manufacturing
3220,157000,Energy and Utility
3221,59400,Retail
3222,43000,Diversified
3223,75480,HealthCare
3224,33980,Investment
3225,53000,Manufacturing
3226,49200,Information Technology
3227,102000,Banking and Finance
3228,75800,HealthCare
3229,59000,Energy and Utility
3230,52000,Banking and Finance
3231,51000,Communications
3232,198360,Transport
3233,38080,Manufacturing
3234,75800,Property
3235,52000,Property
3236,86400,Food and Beverages
3237,49500,Communications
3238,79300,Electronics
3239,57100,Transport
3240,42000,Retail
3241,222500,Investment
3242,74000,Property
3243,73000,Marine
3244,52000,HealthCare
3245,42000,Security
3246,158000,Investment
3247,79000,Education
3248,51000,Electronics
3249,76240,Service
3250,99400,Consulting
3251,44520,Electronics
3252,80000,Information Technology
3253,45890,Property
3254,80400,Transport
3255,102000,Investment
3256,32396,Logistics
3257,30719,Communications
3258,104700,Energy and Utility
3259,59600,Information Technology
3260,51200,Investment
3261,30325,Security
3262,32745,Communications
3263,54240,Media
3264,58500,Government
3265,59600,Electronics
3266,24700,Education
3267,49200,Retail
3268,47000,Entertainment
3269,57000,Communications
3270,84300,Government
3271,77000,Education
3272,48000,Manufacturing
3273,47000,Property
3274,74400,Accounting
3275,42000,Security
3276,49800,Information Technology
3277,45000,Security
3278,32093,Data Storage
3279,54240,Information Technology
3280,42000,Property
3281,47200,Transport
3282,80960,Media
3283,44000,Education
3284,53000,Media
3285,69000,Government
3286,48000,Property
3287,55600,Information Technology
3288,48000,Manufacturing
3289,83000,Banking and Finance
3290,129480,Transport
3291,46590,Security
3292,54320,Electronics
3293,74400,Transport
3294,57000,Entertainment
3295,75920,Diversified
3296,83000,Banking and Finance
3297,209500,Property
3298,49200,Investment
3299,80960,Communications
3300,30721,Communications
3301,49500,Retail
3302,30078,Retail
3303,99600,Transport
3304,82100,Transport
3305,81000,Investment
3306,77700,HealthCare
3307,213400,Manufacturing
3308,82000,Transport
3309,77760,Information Technology
3310,115400,Banking and Finance
3311,49200,Design
3312,54360,HealthCare
3313,50000,Retail
3314,42000,Information Technology
3315,49000,Government
3316,43000,Transport
3317,58000,Communications
3318,196880,Investment
3319,111600,Electronics
3320,51900,HealthCare
3321,53480,Retail
3322,83080,Communications
3323,83100,Manufacturing
3324,79640,Transport
3325,30724,Diversified
3326,53720,Manufacturing
3327,42000,Security
3328,74000,Property
3329,47000,Security
3330,92000,Investment
3331,49200,Communications
3332,74400,Manufacturing
3333,60100,Electronics
3334,80960,Property
3335,33997,Manufacturing
3336,140000,Investment
3337,49800,Banking and Finance
3338,52000,Manufacturing
3339,59560,Manufacturing
3340,209500,Communications
3341,42000,Transport
3342,77000,Logistics
3343,54000,Accounting
3344,49800,Marine
3345,74000,Transport
3346,77300,Transport
3347,74000,Transport
3348,141600,Accounting
3349,52000,Marine
3350,49800,Communications
3351,48000,Property
3352,50000,HealthCare
3353,74000,Accounting
3354,74520,Design
3355,30096,Transport
3356,59000,Communications
3357,42000,Information Technology
3358,50000,Communications
3359,76360,HealthCare
3360,32751,Food and Beverages
3361,81000,Communications
3362,81000,Communications
3363,59600,Manufacturing
3364,55600,Information Technology
3365,154800,Accounting
3366,57000,Transport
3367,38800,Security
3368,59000,Information Technology
3369,51000,HealthCare
3370,44520,Banking and Finance
3371,81000,Property
3372,81000,Retail
3373,79000,Manufacturing
3374,80000,Education
3375,60120,Banking and Finance
3376,49560,Information Technology
3377,80100,Information Technology
3378,52100,Transport
3379,59000,Manufacturing
3380,44000,Property
3381,73000,Government
3382,55000,Banking and Finance
3383,31779,Manufacturing
3384,42000,Property
3385,57000,Accounting
3386,81000,Property
3387,79000,Banking and Finance
3388,31313,Retail
3389,49000,Communications
3390,51920,Transport
3391,42880,Retail
3392,51000,Diversified
3393,79800,Communications
3394,38200,Food and Beverages
3395,42000,Transport
3396,104800,Transport
3397,44640,Service
3398,52000,Entertainment
3399,57100,Communications
3400,198200,Transport
3401,111600,Banking and Finance
3402,77000,Energy and Utility
3403,52000,HealthCare
3404,112000,Communications
3405,80120,Entertainment
3406,81000,Transport
3407,158000,Manufacturing
3408,44640,Investment
3409,42000,Energy and Utility
3410,31784,Government
3411,44640,Diversified
3412,76400,Transport
3413,30255,Retail
3414,79640,Food and Beverages
3415,55640,Transport
3416,59720,Information Technology
3417,52000,Retail
3418,42000,Food and Beverages
3419,112000,Transport
3420,32871,Electronics
3421,254000,HealthCare
3422,80000,Retail
3423,30102,Property
3424,57000,Banking and Finance
3425,30725,Security
3426,59000,Information Technology
3427,74640,Marine
3428,57100,Property
3429,73000,Property
3430,99800,Logistics
3431,77000,Transport
3432,112000,Banking and Finance
3433,73000,HealthCare
3434,51920,Information Technology
3435,78400,Education
3436,58000,Diversified
3437,73000,Manufacturing
3438,45840,Diversified
3439,85000,Investment
3440,55000,Communications
3441,56600,Electronics
3442,52000,Property
3443,90520,Investment
3444,57000,Marine
3445,47000,Manufacturing
3446,47640,Communications
3447,59000,Information Technology
3448,32000,Communications
3449,50400,Marine
3450,144000,Design
3451,42000,Entertainment
3452,30728,Diversified
3453,75560,HealthCare
3454,49000,Retail
3455,31826,Transport
3456,75920,Information Technology
3457,80000,Marine
3458,54400,Transport
3459,31834,HealthCare
3460,210500,Marine
3461,82100,Transport
3462,31923,Electronics
3463,44760,Security
3464,89900,Banking and Finance
3465,31929,Transport
3466,59000,Government
3467,112000,Transport
3468,42000,Food and Beverages
3469,60000,Security
3470,31344,Media
3471,42000,Electronics
3472,90000,Information Technology
3473,57000,Security
3474,77500,Transport
3475,222000,Service
3476,49320,Banking and Finance
3477,50000,Logistics
3478,57000,Education
3479,48200,Information Technology
3480,80100,Information Technology
3481,158160,Media
3482,42000,Transport
3483,50000,Electronics
3484,59760,Agribusiness
3485,49400,Marine
3486,75600,Transport
3487,141600,Transport
3488,49200,Diversified
3489,52000,Property
3490,53000,Diversified
3491,47000,Security
3492,90000,Electronics
3493,112000,Accounting
3494,82200,Transport
3495,158700,Energy and Utility
3496,145600,Banking and Finance
3497,60160,Transport
3498,48800,Property
3499,80000,Electronics
3500,74000,Retail
3501,53500,Consulting
3502,78100,Transport
3503,202200,Electronics
3504,52800,Information Technology
3505,74640,Transport
3506,52000,Diversified
3507,54400,Transport
3508,52320,Food and Beverages
3509,31626,Manufacturing
3510,42000,Food and Beverages
3511,76000,Information Technology
3512,86760,Manufacturing
3513,76000,Design
3514,43000,Investment
3515,113520,Investment
3516,55720,Property
3517,81000,Transport
3518,60000,Communications
3519,81000,Transport
3520,86440,Consulting
3521,83000,Banking and Finance
3522,114000,Transport
3523,82200,Transport
3524,51000,Agribusiness
3525,50400,Manufacturing
3526,52000,HealthCare
3527,48240,Information Technology
3528,50000,HealthCare
3529,201600,Accounting
3530,50400,Information Technology
3531,254000,HealthCare
3532,54400,Transport
3533,52000,Information Technology
3534,53600,Manufacturing
3535,52000,Information Technology
3536,49200,Marine
3537,52000,Manufacturing
3538,202000,Security
3539,74600,Property
3540,47000,Information Technology
3541,73000,HealthCare
3542,52880,Transport
3543,159600,Security
3544,82000,Transport
3545,52880,Marine
3546,50000,Information Technology
3547,52000,Food and Beverages
3548,60240,Investment
3549,74800,Property
3550,74800,Manufacturing
3551,47000,Transport
3552,76000,Transport
3553,56000,Transport
3554,58400,Manufacturing
3555,49000,Electronics
3556,210700,Property
3557,49400,Marine
3558,31432,Transport
3559,49000,Property
3560,57320,Banking and Finance
3561,53760,Agribusiness
3562,50400,Electronics
3563,30328,HealthCare
3564,50000,Security
3565,159600,Diversified
3566,202000,Investment
3567,42000,HealthCare
3568,100000,Property
3569,50080,Media
3570,59800,Transport
3571,51200,Government
3572,47240,Manufacturing
3573,81100,Banking and Finance
3574,254000,HealthCare
3575,56000,Communications
3576,50700,Security
3577,82280,Manufacturing
3578,49000,Banking and Finance
3579,52000,Property
3580,44760,Retail
3581,74800,Transport
3582,52000,Transport
3583,42000,Retail
3584,77760,HealthCare
3585,83100,HealthCare
3586,76000,Diversified
3587,42400,Information Technology
3588,53000,Marine
3589,114480,Investment
3590,103640,Transport
3591,74840,Transport
3592,100000,Transport
3593,81100,Banking and Finance
3594,75600,Accounting
3595,255000,HealthCare
3596,144000,Security
3597,42500,Property
3598,60240,Communications
3599,55000,Diversified
3600,32640,Design
3601,42000,Retail
3602,54400,HealthCare
3603,50520,Information Technology
3604,82280,Communications
3605,47000,Media
3606,51000,Information Technology
3607,47000,Electronics
3608,78000,Marine
3609,31627,Hospitality
3610,76000,Property
3611,47000,Investment
3612,73000,Property
3613,52920,Marine
3614,50000,HealthCare
3615,31628,Security
3616,52000,Property
3617,32756,Government
3618,80440,Manufacturing
3619,74880,Manufacturing
3620,50000,Data Storage
3621,73000,Media
3622,74600,Service
3623,80500,Property
3624,31629,Transport
3625,87000,Communications
3626,33000,Manufacturing
3627,53000,Transport
3628,100000,Design
3629,51960,Transport
3630,83480,Transport
3631,31439,Electronics
3632,45000,Information Technology
3633,259000,HealthCare
3634,56600,Food and Beverages
3635,45000,Data Storage
3636,50000,Data Storage
3637,58400,Media
3638,55000,Communications
3639,76400,Transport
3640,73200,Retail
3641,74960,Diversified
3642,222000,Transport
3643,31639,HealthCare
3644,60320,Property
3645,32423,Security
3646,50000,Data Storage
3647,56000,Information Technology
3648,79000,HealthCare
3649,58400,Manufacturing
3650,83500,HealthCare
3651,78100,Transport
3652,76000,Security
3653,60360,Information Technology
3654,48000,Security
3655,33000,Food and Beverages
3656,45000,Transport
3657,92000,Education
3658,50000,Diversified
3659,82040,Investment
3660,81000,Property
3661,224500,Investment
3662,55000,Communications
3663,58000,Communications
3664,42000,Design
3665,42000,Energy and Utility
3666,52000,Property
3667,82280,Manufacturing
3668,38400,Service
3669,76000,Transport
3670,100000,Energy and Utility
3671,60000,Retail
3672,75000,Property
3673,49000,Information Technology
3674,32022,Manufacturing
3675,78400,Information Technology
3676,42000,Accounting
3677,45000,Accounting
3678,60400,HealthCare
3679,77320,Logistics
3680,42000,Banking and Finance
3681,53760,Transport
3682,51000,Investment
3683,52000,Communications
3684,75000,Information Technology
3685,57000,Marine
3686,52000,Information Technology
3687,160020,Banking and Finance
3688,45360,Property
3689,100000,Electronics
3690,114640,Accounting
3691,56640,Food and Beverages
3692,199500,Property
3693,52920,Electronics
3694,92000,Security
3695,50100,Government
3696,87000,Investment
3697,27013,Media
3698,33480,Banking and Finance
3699,52000,Information Technology
3700,44800,Manufacturing
3701,77760,Transport
3702,60000,Property
3703,48000,Transport
3704,106000,Transport
3705,54000,HealthCare
3706,55000,Investment
3707,216940,Diversified
3708,73000,Communications
3709,48000,Education
3710,60000,Property
3711,82800,Consulting
3712,52000,Electronics
3713,78000,Transport
3714,53303,Transport
3715,47240,Information Technology
3716,80000,Information Technology
3717,47000,Property
3718,43500,Retail
3719,51000,Transport
3720,222000,Property
3721,42000,Retail
3722,285000,HealthCare
3723,45000,Information Technology
3724,39680,Food and Beverages
3725,59000,Education
3726,39360,Diversified
3727,59000,Transport
3728,49440,HealthCare
3729,80000,Transport
3730,58000,Property
3731,80000,Investment
3732,77760,Diversified
3733,212140,Energy and Utility
3734,60000,HealthCare
3735,32104,Food and Beverages
3736,30736,Transport
3737,199500,Property
3738,57000,Information Technology
3739,81000,Property
3740,31492,Transport
3741,74000,Transport
3742,79400,Manufacturing
3743,48000,Education
3744,52000,HealthCare
3745,52000,HealthCare
3746,49500,Retail
3747,81000,Property
3748,50000,Manufacturing
3749,79010,Transport
3750,51200,Marine
3751,47280,Electronics
3752,73000,Investment
3753,55000,Marine
3754,51000,Property
3755,56000,Transport
3756,73000,Transport
3757,44800,Security
3758,52000,Electronics
3759,78400,Transport
3760,81000,Information Technology
3761,30743,Manufacturing
3762,59000,Electronics
3763,100000,Investment
3764,139000,Communications
3765,74000,Consulting
3766,32994,Transport
3767,50000,Data Storage
3768,100000,Logistics
3769,87000,Food and Beverages
3770,30744,Food and Beverages
3771,197000,Retail
3772,57000,Media
3773,92000,Property
3774,57100,Transport
3775,42000,Retail
3776,59000,Investment
3777,53760,Electronics
3778,74600,HealthCare
3779,42000,Energy and Utility
3780,77800,Government
3781,116880,Energy and Utility
3782,74680,Manufacturing
3783,74680,Manufacturing
3784,117000,Transport
3785,56000,Property
3786,30752,HealthCare
3787,77900,HealthCare
3788,56000,Security
3789,42000,Communications
3790,56640,Information Technology
3791,50100,Information Technology
3792,50000,Transport
3793,44800,Security
3794,75000,Design
3795,76000,Transport
3796,57000,Government
3797,50400,Retail
3798,47000,Banking and Finance
3799,43800,Information Technology
3800,53880,Diversified
3801,77960,Entertainment
3802,73000,Investment
3803,42000,Communications
3804,44800,Service
3805,59000,Manufacturing
3806,31030,Electronics
3807,83000,Transport
3808,52000,Transport
3809,60480,Manufacturing
3810,39720,Electronics
3811,221900,Transport
3812,102000,Manufacturing
3813,52520,HealthCare
3814,31841,Transport
3815,42000,Transport
3816,31847,Transport
3817,53600,Manufacturing
3818,201120,Information Technology
3819,60480,Transport
3820,117360,Transport
3821,42000,Manufacturing
3822,75000,Manufacturing
3823,60000,HealthCare
3824,47280,Energy and Utility
3825,262000,HealthCare
3826,100000,Media
3827,78000,Investment
3828,82500,Logistics
3829,81000,Retail
3830,60000,Transport
3831,45840,Investment
3832,78000,Education
3833,73000,Marine
3834,50100,Communications
3835,42000,Diversified
3836,33720,Retail
3837,44920,HealthCare
3838,76000,Property
3839,24700,Education
3840,60000,Education
3841,42000,Accounting
3842,52000,Energy and Utility
3843,22433,Consulting
3844,51000,Investment
3845,82520,Food and Beverages
3846,56640,Property
3847,32024,Media
3848,48040,Investment
3849,78000,Property
3850,42000,Retail
3851,31664,Transport
3852,47360,Manufacturing
3853,82520,Education
3854,48080,HealthCare
3855,73000,Communications
3856,79040,Information Technology
3857,33840,Electronics
3858,263760,Investment
3859,52920,Accounting
3860,51000,Communications
3861,52000,HealthCare
3862,220500,Investment
3863,79000,Banking and Finance
3864,42000,Entertainment
3865,58570,Information Technology
3866,49800,Manufacturing
3867,76000,Transport
3868,142000,Design
3869,50100,Communications
3870,32767,Electronics
3871,200700,Food and Beverages
3872,78000,Property
3873,49840,Transport
3874,56000,Transport
3875,38880,Diversified
3876,60480,Investment
3877,117600,Agribusiness
3878,82600,Transport
3879,72560,Transport
3880,201500,Transport
3881,52000,Agribusiness
3882,144400,Transport
3883,48000,Communications
3884,49800,Information Technology
3885,228000,Manufacturing
3886,76000,Communications
3887,52360,Media
3888,52000,Property
3889,59000,Information Technology
3890,42000,Information Technology
3891,59000,Accounting
3892,50760,Electronics
3893,73000,Property
3894,55000,Property
3895,89000,Information Technology
3896,49200,HealthCare
3897,105000,Communications
3898,47640,Diversified
3899,264000,HealthCare
3900,47400,Accounting
3901,44680,Transport
3902,75000,Manufacturing
3903,43000,Communications
3904,52000,Property
3905,78000,Food and Beverages
3906,80600,Media
3907,75000,Investment
3908,34400,Food and Beverages
3909,50800,Property
3910,69000,Food and Beverages
3911,31409,Food and Beverages
3912,68000,Investment
3913,51600,Government
3914,117840,Banking and Finance
3915,59000,Food and Beverages
3916,101590,Transport
3917,74800,Transport
3918,56000,Media
3919,59000,Transport
3920,47000,Manufacturing
3921,80000,Transport
3922,268000,HealthCare
3923,69510,Marine
3924,76000,Transport
3925,59000,Transport
3926,69000,Communications
3927,57000,Investment
3928,51000,Security
3929,49000,Transport
3930,43000,Security
3931,59800,Property
3932,274160,Manufacturing
3933,119000,Investment
3934,75000,Information Technology
3935,222000,Electronics
3936,221600,Entertainment
3937,48800,Banking and Finance
3938,250000,Manufacturing
3939,139600,Consulting
3940,83000,Communications
3941,109000,Transport
3942,52000,Electronics
3943,105000,Security
3944,59800,Electronics
