CustomerID,AnnualIncome,Industry,CustomerID-1,Nationality,SASNationality,EducationLevel,Gender,BirthDate,MaritalStatus,NoOfDependents,ResidentialType,PostalCode
2723,48000,HealthCare,2723,SG,SG,Post Secondary,M,5/3/1986,Married,1,HDB3,570024
2724,52000,HealthCare,2724,SG,SG,Secondary,M,3/15/1959,Married,2,HDB5,600401
2725,44240,Banking and Finance,2725,SG,SG,Below Secondary,F,7/24/1969,Single,0,HDB5,380128
2726,75400,Manufacturing,2726,SG,SG,University,M,9/22/1984,Married,2,HDB4,680003
2727,98000,Transport,2727,SG,SG,University,F,9/19/1969,Married,0,HDB2,310107
2728,52000,Government,2728,SG,SG,Secondary,F,8/5/1959,Married,0,HDB4,650107
2729,56500,Investment,2729,AU,No,Diploma,M,3/15/1987,Married,0,HDB4,562104
2730,79280,Diversified,2730,SG,SG,Diploma,F,2/23/1968,Single,0,HDB4,650394
2731,80700,Communications,2731,SG,SG,Diploma,M,12/19/1954,Single,0,HDB3,524201
2732,73000,Transport,2732,SG,SG,University,F,4/8/1987,Married,2,HDB2,570155
2733,60000,Property,2733,SG,SG,Diploma,F,1/27/1984,Married,0,HDB3,164004
2734,186000,Electronics,2734,SG,SG,University,F,1/28/1960,Married,2,HDB5,730322
2735,33843,Investment,2735,SG,SG,Below Secondary,F,7/8/1959,Married,0,HDB2,460038
2736,48000,Logistics,2736,SG,SG,Post Secondary,M,8/28/1987,Single,0,HDB3,370027
2737,54000,Diversified,2737,SG,SG,Secondary,M,6/23/1969,Married,1,AP,218460
2738,60000,Manufacturing,2738,SG,SG,Diploma,F,1/17/1984,Married,0,HDB2,120327
2739,49000,Education,2739,MY,No,Diploma,F,2/25/1978,Married,0,HDB2,752339
2740,55360,Property,2740,SG,SG,Secondary,M,8/18/1964,Single,0,HDB5,730514
2741,32310,Investment,2741,SG,SG,Below Secondary,M,12/14/1964,Married,2,HDB2,560551
2742,52800,Property,2742,SG,SG,Post Secondary,F,4/9/1979,Married,1,HDB2,570117
2743,46500,Information Technology,2743,SG,SG,Below Secondary,M,4/12/1964,Married,2,HDB5,510230
2744,78520,Diversified,2744,SG,SG,Diploma,M,8/15/1966,Married,0,PC,689575
2745,52000,Accounting,2745,SG,SG,Secondary,F,3/7/1959,Married,2,AP,787073
2746,53280,HealthCare,2746,SG,SG,Post Secondary,M,11/3/1974,Married,1,HDB5,380124
2747,42000,Education,2747,SG,SG,Below Secondary,M,8/1/1985,Married,1,PC,669556
2748,42000,Communications,2748,SG,SG,Below Secondary,F,7/18/1988,Married,0,HDB5,680438
2749,59440,Entertainment,2749,PH,No,Post Secondary,F,8/13/1954,Married,1,HDB3,570023
2750,50000,Government,2750,SG,SG,Secondary,M,10/8/1964,Married,4,HDB5,211014
2751,42000,Design,2751,SG,SG,Below Secondary,F,12/9/1954,Married,0,HDB2,752339
2752,73000,Information Technology,2752,SG,SG,Diploma,F,7/31/1981,Single,0,HDB5,680413
2753,48960,Banking and Finance,2753,SG,SG,Secondary,M,1/17/1954,Married,2,HDB5,520277
2754,74320,Transport,2754,SG,SG,University,F,2/27/1986,Married,0,HDB5,200806
2755,77200,Property,2755,SG,SG,University,M,10/6/1949,Married,1,HDB2,670180
2756,57000,Marine,2756,SG,SG,Diploma,M,9/9/1984,Married,4,PC,669590
2757,73000,Transport,2757,SG,SG,Diploma,F,12/6/1974,Married,0,HDB2,310112
2758,51473,Transport,2758,SG,SG,Secondary,F,5/4/1964,Single,0,HDB5,380057
2759,31756,Transport,2759,SG,SG,Below Secondary,F,6/16/1968,Married,0,HDB2,560336
2760,43000,Property,2760,SG,SG,Below Secondary,M,4/16/1974,Single,0,PC,499056
2761,42000,Entertainment,2761,SG,SG,Below Secondary,F,10/25/1988,Married,1,HDB2,520810
2762,53280,Communications,2762,SG,SG,Post Secondary,M,11/18/1974,Single,0,HDB5,120711
2763,42100,Accounting,2763,SG,SG,Below Secondary,F,3/22/1978,Single,0,HDB5,431010
2764,243800,Manufacturing,2764,SG,SG,University,F,7/9/1964,Married,5,BUN,257869
2765,42000,Design,2765,SG,SG,Below Secondary,M,3/21/1984,Married,1,HDB2,520470
2766,77728,Investment,2766,SG,SG,Below Secondary,F,1/27/1964,Married,0,BUN,249503
2767,58000,Transport,2767,SG,SG,Post Secondary,F,5/24/1969,Married,2,PC,768431
2768,31402,Retail,2768,SG,SG,Below Secondary,M,2/16/1973,Married,1,HDB4,271011
2769,48000,Electronics,2769,SG,SG,Post Secondary,F,11/15/1986,Single,0,HDB5,460426
2770,59000,Investment,2770,SG,SG,Post Secondary,M,8/19/1945,Married,0,BUN,349389
2771,91920,Government,2771,SG,SG,University,F,4/1/1971,Married,2,HDB5,670404
2772,75400,Retail,2772,SG,SG,University,F,12/14/1984,Married,0,HDB3,670221
2773,140000,Entertainment,2773,SG,SG,University,F,3/27/1957,Married,3,HDB4,430014
2774,73000,Diversified,2774,SG,SG,University,F,11/7/1988,Single,0,HDB5,380131
2775,198240,Information Technology,2775,SG,SG,University,F,9/23/1968,Married,2,HDB5,545123
2776,245000,Manufacturing,2776,SG,SG,University,M,4/23/1964,Single,0,HDB5,560619
2777,76000,Transport,2777,SG,SG,Diploma,F,9/18/1970,Married,3,BUN,648575
2778,75440,Manufacturing,2778,SG,SG,University,M,12/24/1984,Single,0,PC,370014
2779,53000,Communications,2779,SG,SG,Below Secondary,M,11/8/1959,Single,0,SH,380119
2780,44000,Property,2780,ID,No,Secondary,F,1/3/1978,Single,0,PC,787068
2781,90360,Logistics,2781,SG,SG,University,F,8/10/1972,Married,3,SH,578925
2782,78000,Investment,2782,SG,SG,Diploma,M,11/19/1971,Married,3,SDH,788500
2783,73880,Transport,2783,IN,No,University,F,10/16/1986,Single,0,HDB4,380131
2784,80000,Investment,2784,SG,SG,University,M,4/24/1955,Married,0,HDB3,680454
2785,90000,Manufacturing,2785,SG,SG,University,M,3/8/1954,Divorced,0,TH,807087
2786,146000,Transport,2786,SG,SG,University,M,8/19/1966,Married,0,TH,269172
2787,155000,Design,2787,SG,SG,University,F,4/14/1959,Married,0,HDB3,670228
2788,54000,Manufacturing,2788,SG,SG,Secondary,F,11/15/1969,Married,2,PC,669619
2789,54000,Property,2789,SG,SG,Secondary,M,9/3/1969,Single,0,HDB5,680518
2790,80000,Investment,2790,SG,SG,University,F,1/4/1975,Married,4,HDB3,640925
2791,196840,Transport,2791,SG,SG,Diploma,F,2/24/1969,Married,0,HDB5,681485
2792,83000,Information Technology,2792,SG,SG,University,F,6/10/1981,Married,1,HDB5,530144
2793,85600,Accounting,2793,SG,SG,University,M,9/1/1941,Widowed,0,SH,728640
2794,84560,Consulting,2794,SG,SG,University,F,10/30/1950,Single,0,PC,423491
2795,50200,Government,2795,SG,SG,Secondary,M,8/10/1978,Single,0,HDB2,528230
2796,56000,HealthCare,2796,SG,SG,Diploma,F,5/4/1988,Married,0,HDB4,430021
2797,83000,HealthCare,2797,SG,SG,University,M,5/10/1976,Married,0,HDB4,310247
2798,98000,Energy and Utility,2798,US,No,University,F,8/4/1968,Single,0,HDB2,511245
2799,44280,Food and Beverages,2799,SG,SG,Below Secondary,M,1/12/1970,Married,0,PC,287000
2800,58200,Consulting,2800,SG,SG,Post Secondary,F,1/24/1947,Married,0,HDB3,530242
2801,45000,Education,2801,SG,SG,Below Secondary,M,6/21/1949,Married,1,HDB5,760311
2802,252000,Manufacturing,2802,SG,SG,University,M,11/17/1954,Married,1,HDB2,670536
2803,83000,Communications,2803,CN,No,University,M,7/5/1980,Single,0,PC,669587
2804,73880,HealthCare,2804,SG,SG,University,F,9/26/1986,Married,1,HDB2,600002
2805,58092,Data Storage,2805,SG,SG,Below Secondary,F,10/18/1960,Married,3,SDH,278301
2806,42000,HealthCare,2806,SG,SG,Below Secondary,M,5/11/1988,Married,0,HDB4,613337
2807,46560,Consulting,2807,SG,SG,Below Secondary,M,12/10/1964,Single,0,HDB3,390020
2808,74000,Manufacturing,2808,SG,SG,University,F,6/10/1986,Single,0,SH,129367
2809,89400,Information Technology,2809,SG,SG,University,F,3/19/1974,Married,2,HDB5,791438
2810,75480,Logistics,2810,SG,SG,University,M,10/28/1984,Married,1,HDB5,698930
2811,43000,Manufacturing,2811,SG,SG,Below Secondary,F,11/15/1974,Single,0,HDB5,640861
2812,55000,Information Technology,2812,SG,SG,Secondary,M,1/13/1941,Married,1,SH,320002
2813,49100,Information Technology,2813,SG,SG,Secondary,F,10/19/1969,Married,2,PC,239224
2814,79000,HealthCare,2814,SG,SG,Diploma,M,2/12/1938,Widowed,0,PC,679050
2815,52000,Manufacturing,2815,MY,No,Secondary,M,3/14/1958,Single,0,PC,357920
2816,52000,Education,2816,CN,No,Secondary,M,1/4/1959,Single,0,HDB4,406002
2817,82000,Logistics,2817,SG,SG,University,F,4/23/1979,Married,4,HDB5,560559
2818,51000,Marine,2818,SG,SG,University,M,11/17/1958,Married,1,HDB5,160044
2819,42000,HealthCare,2819,SG,SG,Below Secondary,M,7/15/1954,Married,1,HDB3,530442
2820,49100,Manufacturing,2820,SG,SG,Secondary,M,7/27/1969,Married,1,HDB5,210054
2821,74000,Logistics,2821,SG,SG,University,F,5/6/1986,Married,4,HDB5,210045
2822,73000,Property,2822,SG,SG,University,F,6/12/1987,Married,0,HDB4,612175
2823,83000,Energy and Utility,2823,SG,SG,University,M,11/1/1976,Married,0,PC,380115
2824,246000,Manufacturing,2824,SG,SG,University,F,2/20/1984,Married,1,DH,275790
2825,90000,Security,2825,SG,SG,University,M,6/18/1934,Widowed,0,PC,649412
2826,74360,Media,2826,SG,SG,University,M,10/20/1985,Single,0,HDB4,520831
2827,138000,Transport,2827,SG,SG,University,F,8/10/1957,Married,3,HDB5,460534
2828,46560,Transport,2828,SG,SG,Below Secondary,F,4/15/1964,Married,2,PC,609477
2829,245600,Manufacturing,2829,SG,SG,University,F,8/2/1964,Single,0,HDB2,644280
2830,98000,Transport,2830,SG,SG,University,M,8/16/1969,Married,0,HDB5,199018
2831,219360,Consulting,2831,SG,SG,Post Secondary,F,11/4/1969,Married,3,HDB5,150087
2832,82000,Manufacturing,2832,SG,SG,University,M,7/4/1979,Married,0,AP,308227
2833,57000,Diversified,2833,SG,SG,Diploma,M,5/7/1984,Married,0,PC,669619
2834,81000,Property,2834,SG,SG,University,F,3/10/1984,Single,0,HDB5,472613
2835,155920,Education,2835,SG,SG,University,M,7/9/1959,Married,2,HDB5,460104
2836,125600,Agribusiness,2836,SG,SG,Below Secondary,M,8/6/1934,Widowed,0,HDB4,382114
2837,73000,Government,2837,SG,SG,Diploma,F,12/8/1974,Married,2,HDB4,605285
2838,78040,Diversified,2838,HK,No,Diploma,F,5/19/1969,Married,5,SDH,648200
2839,117000,Banking and Finance,2839,SG,SG,University,M,11/3/1970,Married,2,DH,276489
2840,150330,Retail,2840,HK,No,Diploma,F,6/3/1934,Widowed,0,SH,380119
2841,50000,Manufacturing,2841,PH,No,Secondary,F,6/26/1982,Married,2,HDB3,411660
2842,54080,Consulting,2842,SG,SG,Secondary,M,7/24/1969,Married,1,HDB5,510240
2843,60000,Entertainment,2843,SG,SG,Secondary,M,5/20/1954,Married,3,SH,307711
2844,47640,Entertainment,2844,SG,SG,Secondary,M,10/12/1985,Married,0,HDB3,640840
2845,79800,Information Technology,2845,SG,SG,University,M,4/4/1955,Married,3,HDB4,440002
2846,78100,Communications,2846,SG,SG,Diploma,M,2/26/1967,Single,0,HDB5,530686
2847,102000,Accounting,2847,SG,SG,University,F,4/6/1967,Married,1,HDB5,540249
2848,48000,Communications,2848,SG,SG,Post Secondary,F,5/4/1987,Single,0,HDB5,560123
2849,55000,Media,2849,SG,SG,Secondary,F,12/28/1966,Single,0,HDB4,680014
2850,79500,Transport,2850,SG,SG,Diploma,M,11/26/1941,Widowed,0,PC,787768
2851,57000,Government,2851,SG,SG,Diploma,F,8/23/1984,Married,1,HDB3,600035
2852,46560,Diversified,2852,SG,SG,Below Secondary,F,8/21/1948,Married,2,HDB3,640687
2853,58200,Education,2853,SG,SG,Post Secondary,F,5/26/1964,Married,4,HDB4,610006
2854,199000,Food and Beverages,2854,SG,SG,University,M,4/25/1965,Married,1,HDB4,730670
2855,46560,Agribusiness,2855,SG,SG,Below Secondary,M,5/25/1964,Single,0,HDB5,310081
2856,50000,Property,2856,SG,SG,Secondary,M,8/28/1965,Married,2,HDB5,640401
2857,59440,Manufacturing,2857,SG,SG,Post Secondary,F,9/23/1954,Married,0,HDB3,510570
2858,54100,Manufacturing,2858,SG,SG,Secondary,M,6/18/1969,Single,0,PC,319773
2859,73000,Property,2859,SG,SG,Diploma,M,7/26/1974,Single,0,HDB5,320077
2860,199000,Energy and Utility,2860,SG,SG,University,M,5/23/1965,Married,2,AP,454840
2861,31760,Transport,2861,SG,SG,Below Secondary,M,2/25/1975,Married,1,HDB5,542261
2862,79000,Security,2862,SG,SG,Diploma,F,8/18/1964,Married,0,SDH,288455
2863,49000,Government,2863,SG,SG,Diploma,F,3/2/1981,Married,0,HDB5,271008
2864,60100,Marine,2864,SG,SG,Diploma,F,9/25/1979,Married,0,HDB3,460065
2865,50280,Communications,2865,SG,SG,Secondary,F,2/12/1979,Married,5,HDB5,523498
2866,50000,Diversified,2866,SG,SG,Secondary,M,2/8/1981,Single,0,PC,398447
2867,57000,Diversified,2867,SG,SG,Diploma,F,2/23/1986,Married,1,HDB3,659003
2868,83400,HealthCare,2868,SG,SG,University,F,2/14/1976,Married,0,HDB4,271013
2869,43680,Data Storage,2869,SG,SG,Below Secondary,F,11/3/1972,Married,2,HDB3,150129
2870,199010,Property,2870,SG,SG,University,M,10/13/1965,Married,2,HDB4,640260
2871,50000,Communications,2871,SG,SG,Secondary,M,1/20/1983,Married,1,HDB5,380104
2872,74160,Information Technology,2872,SG,SG,University,M,8/13/1974,Single,0,PC,668203
2873,52000,Communications,2873,SG,SG,Secondary,F,7/20/1959,Married,0,HDB4,510102
2874,47000,Electronics,2874,SG,SG,Below Secondary,M,11/19/1954,Single,0,HDB4,390016
2875,97000,Communications,2875,SG,SG,Diploma,F,9/24/1959,Single,0,HDB4,460521
2876,47200,Food and Beverages,2876,IN,No,Secondary,M,9/28/1986,Single,0,HDB4,370023
2877,69000,Logistics,2877,SG,SG,University,M,9/23/1984,Single,0,HDB5,510569
2878,78000,Government,2878,SG,SG,Below Secondary,F,9/28/1964,Single,0,HDB4,530546
2879,43000,Retail,2879,SG,SG,Secondary,F,2/14/1986,Single,0,HDB3,760283
2880,83400,Transport,2880,SG,SG,University,F,11/21/1981,Married,3,HDB5,120715
2881,73000,Transport,2881,IN,No,University,M,11/8/1989,Married,3,HDB5,211671
2882,198000,Investment,2882,SG,SG,University,M,1/3/1979,Single,0,HDB4,400016
2883,113026,Government,2883,SG,SG,Secondary,M,8/10/1953,Divorced,0,HDB5,680471
2884,83500,Transport,2884,SG,SG,Below Secondary,M,10/16/1961,Single,0,SH,787280
2885,39625,Communications,2885,SG,SG,Below Secondary,M,9/19/1949,Divorced,0,HDB4,601221
2886,48000,Security,2886,SG,SG,Post Secondary,F,4/20/1987,Married,0,HDB3,210013
2887,73000,Manufacturing,2887,SG,SG,Diploma,F,8/27/1974,Single,0,HDB5,530572
2888,44280,Manufacturing,2888,SG,SG,Below Secondary,F,6/26/1969,Married,1,HDB4,602285
2889,68000,Retail,2889,SG,SG,Diploma,M,3/8/1954,Divorced,0,HDB4,510739
2890,75120,Transport,2890,SG,SG,University,M,3/20/1954,Married,1,HDB3,660023
2891,77890,Transport,2891,SG,SG,Diploma,F,11/1/1934,Widowed,0,HDB4,530715
2892,45550,Diversified,2892,SG,SG,Below Secondary,M,7/1/1984,Single,0,HDB4,750327
2893,75640,Information Technology,2893,SG,SG,University,M,10/4/1984,Married,0,HDB5,210025
2894,58000,Government,2894,SG,SG,Secondary,M,4/14/1959,Single,0,PC,466608
2895,95300,Investment,2895,SG,SG,University,F,11/15/1969,Single,0,PC,466588
2896,78000,Government,2896,SG,SG,University,M,1/4/1965,Married,1,HDB4,562307
2897,58000,Manufacturing,2897,SG,SG,Secondary,F,11/26/1939,Widowed,0,PC,669581
2898,98280,Banking and Finance,2898,MY,No,University,M,11/2/1969,Married,0,HDB5,762101
2899,47000,Retail,2899,PH,No,Secondary,F,3/11/1989,Married,1,HDB3,562307
2900,76000,HealthCare,2900,SG,SG,University,M,2/25/1974,Single,0,HDB4,560405
2901,80000,Energy and Utility,2901,SG,SG,Below Secondary,M,5/10/1961,Single,0,PC,768433
2902,71500,Property,2902,AU,No,Diploma,M,1/12/1975,Single,0,HDB4,520438
2903,46500,Diversified,2903,SG,SG,Below Secondary,M,11/3/1964,Single,0,HDB5,760357
2904,78000,Property,2904,SG,SG,Diploma,F,3/28/1954,Divorced,0,HDB4,531984
2905,75000,Property,2905,SG,SG,Diploma,M,11/17/1954,Divorced,2,HDB5,530837
2906,63500,Communications,2906,SG,SG,Post Secondary,F,9/24/1965,Single,0,HDB4,150068
2907,78100,Communications,2907,SG,SG,Diploma,M,10/6/1969,Single,0,HDB4,651291
2908,40000,Investment,2908,SG,SG,Below Secondary,M,5/11/1984,Single,0,HDB4,550318
2909,77000,Marine,2909,SG,SG,Diploma,M,3/19/1974,Single,0,HDB4,760270
2910,38250,Retail,2910,SG,SG,Below Secondary,M,10/28/1984,Single,0,HDB4,680284
2911,82000,Transport,2911,SG,SG,University,M,9/22/1979,Single,0,HDB5,530616
2912,45000,Retail,2912,SG,SG,Below Secondary,F,1/8/1939,Married,0,SDH,299882
2913,75000,Information Technology,2913,SG,SG,Secondary,M,10/19/1949,Divorced,0,HDB5,550211
2914,47000,Transport,2914,SG,SG,Post Secondary,M,12/22/1938,Widowed,0,HDB5,600226
2915,49000,Communications,2915,SG,SG,Secondary,F,1/21/1954,Divorced,0,HDB5,532979
2916,52000,Agribusiness,2916,SG,SG,Secondary,F,7/12/1959,Single,0,HDB4,650383
2917,57000,Manufacturing,2917,SG,SG,Diploma,M,5/13/1984,Married,0,SDH,268158
2918,32596,Food and Beverages,2918,SG,SG,Below Secondary,M,3/14/1962,Single,0,HDB4,460554
2919,49640,Food and Beverages,2919,SG,SG,Secondary,M,1/4/1975,Married,1,HDB5,530001
2920,34000,Media,2920,SG,SG,Below Secondary,M,4/23/1959,Single,0,HDB5,542325
2921,75640,Transport,2921,SG,SG,University,M,5/21/1984,Single,0,HDB4,680025
2922,65000,Transport,2922,SG,SG,Below Secondary,M,12/11/1943,Widowed,0,HDB4,541261
2923,45000,Property,2923,SG,SG,Below Secondary,F,3/26/1967,Single,0,HDB4,538000
2924,53000,Property,2924,SG,SG,Secondary,M,7/15/1954,Divorced,0,HDB4,644678
2925,69000,Manufacturing,2925,SG,SG,Below Secondary,M,11/14/1947,Married,1,HDB4,543269
2926,56520,Transport,2926,SG,SG,Diploma,M,5/6/1986,Married,0,HDB4,588000
2927,83000,Manufacturing,2927,PH,No,University,M,6/12/1976,Married,1,HDB4,562130
2928,49000,Security,2928,SG,SG,Secondary,F,8/21/1957,Single,0,HDB4,530252
2929,45240,Security,2929,SG,SG,Below Secondary,F,11/14/1947,Married,0,HDB4,520031
2930,59000,Banking and Finance,2930,SG,SG,Post Secondary,F,2/25/1964,Single,0,SH,678908
2931,81000,Property,2931,SG,SG,University,F,2/20/1984,Married,0,PC,669590
2932,68000,Communications,2932,SG,SG,Secondary,F,6/18/1934,Widowed,1,HDB4,440072
2933,44000,Entertainment,2933,SG,SG,Below Secondary,F,10/20/1984,Single,0,HDB3,550322
2934,48650,Manufacturing,2934,SG,SG,Below Secondary,F,3/25/1958,Single,0,HDB4,520311
2935,46800,Energy and Utility,2935,SG,SG,Below Secondary,F,9/28/1964,Single,0,HDB5,390013
2936,79000,Accounting,2936,SG,SG,Diploma,M,7/31/1946,Single,0,HDB5,530314
2937,46890,Consulting,2937,SG,SG,Below Secondary,M,4/15/1964,Single,0,HDB4,793406
2938,73000,Accounting,2938,SG,SG,University,F,3/27/1978,Single,0,HDB3,680678
2939,60000,Energy and Utility,2939,SG,SG,Secondary,M,8/16/1969,Single,0,HDB5,730527
2940,105000,Design,2940,SG,SG,University,M,11/4/1969,Single,0,HDB4,730546
2941,58000,Information Technology,2941,US,No,University,M,7/4/1955,Married,1,HDB5,550103
2942,58000,HealthCare,2942,SG,SG,Diploma,M,5/7/1984,Single,0,HDB4,530972
2943,53000,Marine,2943,SG,SG,Secondary,M,7/9/1959,Single,0,HDB4,680627
2944,70000,HealthCare,2944,SG,SG,University,F,10/17/1986,Single,0,HDB5,530690
2945,49000,Transport,2945,SG,SG,Below Secondary,M,8/6/1934,Widowed,1,HDB5,730761
2946,30691,Manufacturing,2946,SG,SG,Below Secondary,F,4/14/1949,Widowed,0,EC,528825
2947,44320,Design,2947,SG,SG,Below Secondary,M,6/4/1969,Single,0,EC,529946
2948,150000,Data Storage,2948,SG,SG,University,M,5/19/1969,Single,0,PC,199591
2949,197500,Investment,2949,PH,No,Diploma,M,10/12/1965,Married,2,HDB2,370030
2950,55000,HealthCare,2950,SG,SG,Post Secondary,M,11/3/1979,Single,0,HDB4,272005
2951,79000,Manufacturing,2951,SG,SG,University,M,9/26/1979,Single,0,HDB4,543260
2952,81000,Security,2952,SG,SG,University,F,2/27/1984,Single,0,HDB5,530919
2953,85000,Banking and Finance,2953,SG,SG,University,F,6/3/1934,Widowed,0,HDB4,560124
2954,69000,Consulting,2954,SG,SG,Below Secondary,M,4/25/1959,Single,0,HDB3,160125
2955,252000,Food and Beverages,2955,SG,SG,University,F,2/15/1955,Married,3,HDB4,550103
2956,75000,HealthCare,2956,IN,No,University,F,7/24/1969,Single,0,SH,520031
2957,80000,Entertainment,2957,SG,SG,Diploma,M,5/20/1959,Married,5,HDB4,589040
2958,60000,Diversified,2958,SG,SG,University,M,10/12/1943,Widowed,1,HDB4,760812
2959,80000,Security,2959,SG,SG,Diploma,M,4/4/1954,Divorced,0,HDB4,541311
2960,59650,Retail,2960,SG,SG,Below Secondary,M,9/3/1939,Widowed,0,HDB4,550514
2961,75900,Service,2961,SG,SG,University,M,8/23/1984,Single,0,PC,466519
2962,53280,Food and Beverages,2962,SG,SG,Post Secondary,F,4/26/1974,Married,0,HDB5,200815
2963,55000,Transport,2963,MY,No,Secondary,M,5/26/1964,Single,0,HDB5,650110
2964,70300,Investment,2964,SG,SG,University,F,9/9/1980,Single,0,HDB4,640411
2965,63000,HealthCare,2965,SG,SG,Post Secondary,M,9/23/1954,Divorced,0,HDB4,520909
2966,74160,Property,2966,SG,SG,University,F,12/1/1974,Single,0,PC,469336
2967,51000,Media,2967,SG,SG,Secondary,M,5/23/1964,Single,0,HDB5,530699
2968,60000,Transport,2968,SG,SG,Post Secondary,F,8/18/1964,Single,0,PC,689527
2969,86900,Manufacturing,2969,SG,SG,Diploma,M,9/25/1969,Married,0,TH,425514
2970,59000,Diversified,2970,SG,SG,Secondary,F,11/2/1954,Divorced,0,HDB4,530308
2971,55000,Government,2971,SG,SG,Secondary,F,2/14/1956,Single,0,HDB4,680661
2972,51000,Property,2972,SG,SG,Secondary,M,11/3/1974,Single,0,HDB5,640475
2973,74000,Property,2973,CN,No,University,M,10/13/1943,Widowed,3,SH,787500
2974,43000,Security,2974,SG,SG,Below Secondary,F,8/13/1954,Divorced,0,HDB5,520301
2975,80000,Transport,2975,SG,SG,Diploma,M,7/20/1965,Married,2,HDB5,600004
2976,43000,Property,2976,SG,SG,Below Secondary,M,10/21/1981,Single,0,HDB4,510750
2977,30692,Transport,2977,SG,SG,Below Secondary,F,9/24/1969,Married,2,TH,487000
2978,39200,Electronics,2978,SG,SG,Below Secondary,M,9/28/1956,Married,0,HDB3,411671
2979,59000,Property,2979,SG,SG,Post Secondary,M,7/16/1960,Married,2,BUN,299939
2980,49000,HealthCare,2980,SG,SG,University,M,3/8/1986,Single,0,HDB4,821302
2981,111000,Property,2981,SG,SG,University,M,1/21/1967,Married,2,HDB4,271011
2982,39280,HealthCare,2982,SG,SG,Below Secondary,F,7/23/1956,Single,0,PC,787768
2983,59791,Manufacturing,2983,SG,SG,Below Secondary,M,3/24/1940,Widowed,0,HDB4,752507
2984,45000,Retail,2984,SG,SG,Below Secondary,M,6/1/1989,Single,0,PC,609650
2985,44000,Property,2985,SG,SG,Below Secondary,M,11/18/1974,Single,0,TH,786972
2986,99000,Design,2986,SG,SG,University,M,5/17/1969,Single,0,PC,738089
2987,75000,Retail,2987,SG,SG,University,M,3/22/1979,Single,0,PC,466608
2988,42840,Property,2988,SG,SG,Below Secondary,M,5/16/1975,Married,1,HDB2,790403
2989,222000,Transport,2989,SG,SG,University,F,11/4/1947,Single,0,HDB5,680456
2990,43560,Property,2990,SG,SG,Secondary,M,12/11/1939,Widowed,1,HDB5,360010
2991,53000,Energy and Utility,2991,SG,SG,Diploma,M,6/3/1979,Single,0,HDB4,600246
2992,143040,Consulting,2992,US,No,University,F,5/24/1960,Single,0,PC,357920
2993,45000,Transport,2993,SG,SG,Below Secondary,M,9/7/1934,Widowed,0,HDB4,550141
2994,69000,Information Technology,2994,SG,SG,Post Secondary,M,8/7/1964,Single,0,HDB5,360016
2995,50000,Marine,2995,SG,SG,University,M,9/1/1984,Single,0,SH,698932
2996,99000,Banking and Finance,2996,SG,SG,University,M,4/21/1969,Married,0,HDB4,370023
2997,55600,Manufacturing,2997,SG,SG,Secondary,M,12/4/1948,Married,1,HDB4,151040
2998,52000,Manufacturing,2998,SG,SG,Secondary,M,4/24/1966,Single,0,PC,535133
2999,169000,Security,2999,SG,SG,Below Secondary,M,2/22/1949,Widowed,0,HDB5,640824
3000,169300,Energy and Utility,3000,SG,SG,University,M,3/20/1949,Widowed,0,PC,348475
3001,202800,Transport,3001,SG,SG,Secondary,M,8/6/1966,Married,3,HDB5,150052
3002,53500,Communications,3002,SG,SG,Secondary,M,4/23/1984,Single,0,HDB3,650207
3003,42000,Transport,3003,SG,SG,Below Secondary,F,11/3/1985,Married,1,HDB4,562130
3004,51000,Diversified,3004,CN,No,Secondary,F,9/26/1974,Married,1,HDB5,510101
3005,80240,Information Technology,3005,SG,SG,Diploma,M,6/3/1955,Married,0,HDB5,562104
3006,78000,Design,3006,SG,SG,University,M,12/24/1984,Single,0,HDB4,560466
3007,58216,HealthCare,3007,AU,No,Post Secondary,M,6/21/1934,Widowed,2,HDB4,406002
3008,244000,Transport,3008,SG,SG,University,M,4/12/1964,Single,0,HDB3,530322
3009,58000,Security,3009,SG,SG,Secondary,M,11/19/1979,Single,0,HDB4,760712
3010,58000,Electronics,3010,SG,SG,Diploma,F,7/12/1959,Single,0,HDB5,410640
3011,79400,Retail,3011,SG,SG,Diploma,M,7/24/1962,Married,2,HDB4,605286
3012,60000,Retail,3012,HK,No,Secondary,M,9/20/1959,Married,3,SH,778881
3013,42000,Property,3013,SG,SG,Below Secondary,M,12/15/1982,Married,1,PC,297807
3014,89000,Investment,3014,SG,SG,University,M,1/2/1981,Single,0,TH,455562
3015,88000,HealthCare,3015,SG,SG,Secondary,M,3/28/1954,Married,0,SH,208766
3016,123000,Electronics,3016,SG,SG,University,M,3/21/1968,Single,0,HDB4,752357
3017,68950,Electronics,3017,SG,SG,Diploma,M,12/24/1986,Single,0,HDB4,310068
3018,156000,Food and Beverages,3018,SG,SG,University,M,11/13/1959,Single,0,PC,534210
3019,77000,Investment,3019,SG,SG,Diploma,M,9/5/1956,Married,2,HDB5,570197
3020,60000,Electronics,3020,SG,SG,Diploma,F,1/12/1939,Widowed,0,PC,159961
3021,42000,Information Technology,3021,SG,SG,Below Secondary,M,1/25/1959,Single,0,SH,367823
3022,60000,Property,3022,SG,SG,Below Secondary,M,12/2/1969,Single,0,HDB4,310169
3023,74400,HealthCare,3023,SG,SG,University,M,10/26/1974,Married,2,HDB3,200803
