CustomerID,Nationality,SASNationality,EducationLevel,Gender,BirthDate,MaritalStatus,NoOfDependents,ResidentialType,PostalCode
4168,SG,SG,Diploma,M,6/22/1956,Married,0,HDB5,760263
4169,SG,SG,Post Secondary,F,6/27/1938,Married,3,SDH,757423
4170,SG,SG,University,F,8/17/1965,Married,0,SDH,757423
4171,SG,SG,Diploma,F,6/9/1983,Divorced,0,HDB2,520470
4172,SG,SG,Below Secondary,M,9/25/1965,Married,0,SDH,757423
4173,SG,SG,Post Secondary,M,6/10/1983,Single,0,HDB2,530964
4174,SG,SG,Diploma,F,10/20/1970,Married,1,HDB5,670404
4175,SG,SG,University,M,6/17/1983,Widowed,2,HDB3,670221
4176,SG,SG,Secondary,M,10/22/1970,Married,1,HDB5,670404
4177,SG,SG,Post Secondary,F,10/29/1954,Married,0,SDH,278907
4178,SG,SG,Below Secondary,M,1/2/1984,Married,1,DH,688512
4179,SG,SG,University,M,6/19/1983,Single,0,AP,308349
4180,SG,SG,University,M,1/13/1954,Married,0,SDH,278907
4181,SG,SG,University,M,4/3/1977,Married,0,HDB3,560418
4182,SG,SG,Diploma,M,6/23/1983,Single,0,HDB3,683484
4183,SG,SG,Diploma,F,6/22/1977,Married,0,HDB3,560418
4184,SG,SG,University,F,6/24/1968,Married,1,HDB3,460536
4185,SG,SG,Diploma,M,7/3/1949,Married,0,HDB3,650101
4186,SG,SG,Post Secondary,M,6/27/1983,Widowed,0,HDB3,670228
4187,SG,SG,University,M,7/8/1939,Married,0,HDB3,640925
4188,SG,SG,Secondary,F,8/22/1949,Married,0,HDB3,650101
4189,SG,SG,Below Secondary,F,7/16/1983,Single,0,HDB5,530144
4190,SG,SG,Below Secondary,M,10/4/1964,Married,0,SH,328668
4191,SG,SG,University,M,10/5/1991,Married,4,HDB5,200807
4192,SG,SG,Below Secondary,F,7/16/1983,Single,0,AP,218460
4193,SG,SG,Below Secondary,M,11/12/1954,Married,0,AP,787073
4194,SG,SG,University,M,12/17/1968,Married,1,HDB3,460536
4195,SG,SG,Post Secondary,M,3/28/1959,Married,0,HDB5,760311
4196,SG,SG,Diploma,M,7/30/1983,Single,0,HDB4,590006
4197,SG,SG,Below Secondary,M,4/5/1989,Married,4,HDB3,390002
4198,SG,SG,Post Secondary,F,8/2/1964,Married,0,SH,328668
4199,SG,SG,Diploma,F,8/11/1983,Single,0,HDB4,610007
4200,SG,SG,Below Secondary,F,9/18/1954,Married,0,AP,787073
4201,SG,SG,Post Secondary,F,9/27/1991,Married,4,HDB5,200807
4202,SG,SG,Secondary,F,8/21/1983,Single,0,HDB5,560204
4203,SG,SG,Secondary,F,11/4/1959,Married,0,HDB5,760311
4204,SG,SG,Below Secondary,F,8/22/1983,Divorced,0,HDB5,160044
4205,SG,SG,Secondary,F,11/21/1989,Married,4,HDB3,390002
4206,SG,SG,University,F,3/12/1941,Married,0,HDB3,200811
4207,SG,SG,Below Secondary,F,8/24/1983,Widowed,0,BUN,249503
4208,SG,SG,Post Secondary,F,4/16/1984,Married,2,HDB3,680692
4209,SG,SG,University,F,5/25/1941,Married,1,DH,688512
4210,SG,SG,Secondary,M,9/6/1983,Single,0,HDB3,602285
4211,SG,SG,Diploma,M,9/23/1983,Single,0,HDB4,438888
4212,SG,SG,University,M,5/30/1984,Married,2,HDB3,680692
4213,SG,SG,Post Secondary,M,6/3/1941,Married,0,HDB3,660024
4214,SG,SG,Post Secondary,M,6/21/1941,Married,0,HDB5,199018
4215,SG,SG,University,F,7/2/1941,Married,0,HDB5,150087
4216,SG,SG,Below Secondary,F,9/24/1983,Widowed,0,BUN,349389
4217,SG,SG,Diploma,M,9/24/1983,Single,0,HDB3,680691
4218,SG,SG,Below Secondary,M,8/12/1946,Married,0,HDB5,460104
4219,SG,SG,Secondary,F,9/24/1983,Single,0,HDB3,310053
4220,SG,SG,Below Secondary,M,8/31/1958,Married,0,PC,430014
4221,SG,SG,Post Secondary,M,9/17/1964,Married,0,HDB5,510240
4222,SG,SG,University,F,9/25/1983,Divorced,1,HDB3,640840
4223,SG,SG,Below Secondary,F,9/28/1983,Single,0,HDB3,680616
4224,SG,SG,Secondary,F,10/29/1947,Married,0,HDB5,460104
4225,SG,SG,Diploma,F,10/31/1960,Married,0,PC,430014
4226,SG,SG,University,F,9/30/1983,Single,0,HDB4,590003
4227,SG,SG,University,M,10/2/1983,Single,0,HDB3,600035
4228,SG,SG,Post Secondary,F,11/20/1964,Married,0,HDB5,510240
4229,SG,SG,University,M,11/23/1966,Married,1,HDB5,271021
4230,CN,No,University,M,12/18/1961,Married,0,HDB5,640401
4231,SG,SG,Diploma,F,10/13/1983,Widowed,0,HDB3,510570
4232,SG,SG,University,M,10/17/1983,Single,0,HDB5,200025
4233,SG,SG,Secondary,F,1/9/1961,Married,0,HDB5,640401
4234,SG,SG,Below Secondary,F,2/8/1971,Married,1,BUN,648575
4235,SG,SG,Post Secondary,M,10/18/1983,Single,0,HDB3,560523
4236,SG,SG,University,M,10/23/1983,Single,0,HDB3,460065
4237,SG,SG,Secondary,M,2/9/1970,Married,1,BUN,648575
4238,SG,SG,University,F,3/11/1963,Married,1,HDB5,560413
4239,SG,SG,Diploma,M,3/23/1963,Married,1,HDB5,560413
4240,SG,SG,University,M,10/28/1983,Divorced,0,HDB4,640260
4241,SG,SG,University,M,10/29/1983,Single,0,HDB5,380104
4242,SG,SG,Diploma,M,4/7/1987,Married,3,HDB5,150087
4243,SG,SG,University,M,4/22/1990,Married,4,HDB5,212671
4244,SG,SG,Secondary,M,5/4/1969,Married,0,HDB3,822203
4245,SG,SG,Secondary,M,11/3/1983,Single,0,HDB3,90020
4246,SG,SG,Secondary,F,5/30/1987,Married,3,HDB5,150087
4247,SG,SG,Below Secondary,M,6/4/1966,Married,0,HDB4,671225
4248,SG,SG,University,M,6/9/1955,Married,0,HDB4,604287
4249,SG,SG,Secondary,F,11/6/1983,Widowed,1,HDB5,270005
4250,SG,SG,University,M,7/7/1942,Married,0,HDB3,430008
4251,SG,SG,Post Secondary,M,11/8/1983,Single,0,SH,578925
4252,SG,SG,University,M,11/21/1983,Single,0,HDB4,660023
4253,SG,SG,Below Secondary,M,11/4/1942,Married,0,HDB5,200026
4254,SG,SG,Diploma,M,12/14/1942,Married,2,HDB5,760324
4255,SG,SG,Below Secondary,M,11/22/1983,Single,0,HDB3,681687
4256,SG,SG,Secondary,F,2/19/1990,Married,4,HDB5,212671
4257,SG,SG,University,M,2/21/1953,Married,0,HDB3,670120
4258,SG,SG,Diploma,F,11/23/1983,Single,0,HDB4,604287
4259,SG,SG,Below Secondary,M,4/9/1943,Married,0,HDB3,680692
4260,SG,SG,University,F,5/9/1969,Married,0,HDB3,822203
4261,SG,SG,Secondary,F,11/24/1983,Divorced,0,HDB5,310253
4262,SG,SG,University,M,11/26/1983,Single,0,HDB3,730028
4263,SG,SG,Below Secondary,F,12/3/1983,Single,0,SDH,339098
4264,SG,SG,Secondary,F,12/4/1983,Single,0,HDB3,330056
4265,SG,SG,Post Secondary,M,12/13/1983,Single,0,HDB5,550256
4266,SG,SG,Below Secondary,F,12/14/1983,Single,0,HDB5,201007
4267,SG,SG,University,F,7/5/1966,Married,0,HDB4,671225
4268,SG,SG,Diploma,F,7/20/1955,Married,0,HDB4,604287
4269,SG,SG,University,F,12/22/1983,Single,0,HDB3,650385
4270,SG,SG,University,F,12/2/1959,Married,0,HDB5,751354
4271,SG,SG,Secondary,M,1/21/1959,Married,0,HDB5,751354
4272,SG,SG,University,M,12/30/1983,Single,0,HDB4,419832
4273,SG,SG,Diploma,M,3/12/1968,Married,1,HDB5,560575
4274,SG,SG,Below Secondary,M,1/1/1984,Widowed,0,HDB4,628752
4275,SG,SG,University,M,1/4/1984,Single,0,HDB4,683297
4276,SG,SG,Below Secondary,F,1/7/1984,Single,0,HDB4,671225
4277,SG,SG,Diploma,F,1/10/1984,Single,0,BUN,299939
4278,SG,SG,Secondary,F,3/24/1968,Married,1,HDB5,560575
4279,SG,SG,University,M,3/30/1988,Married,2,EC,538800
4280,SG,SG,Secondary,F,1/13/1984,Single,0,HDB5,200808
4281,SG,SG,University,F,4/30/1988,Married,2,EC,538800
4282,SG,SG,Below Secondary,F,7/31/1982,Married,2,HDB5,640695
4283,SG,SG,Post Secondary,M,1/15/1984,Single,0,HDB5,530452
4284,SG,SG,University,M,10/13/1982,Married,2,HDB5,640695
4285,SG,SG,Diploma,M,1/15/1954,Single,0,HDB3,680132
4286,SG,SG,Below Secondary,M,10/14/1952,Married,0,PC,287000
4287,SG,SG,University,F,2/6/1984,Single,0,HDB5,550427
4288,SG,SG,Diploma,F,2/6/1984,Divorced,0,HDB5,680677
4289,SG,SG,Below Secondary,F,2/7/1984,Single,0,HDB3,260004
4290,SG,SG,Below Secondary,F,2/13/1984,Single,0,HDB5,210672
4291,SG,SG,Diploma,F,12/6/1952,Married,0,PC,287000
4292,SG,SG,University,M,12/22/1944,Married,0,HDB4,588000
4293,SG,SG,Below Secondary,M,2/23/1984,Widowed,0,HDB4,310203
4294,SG,SG,Diploma,M,1/6/1945,Married,2,HDB5,560584
4295,SG,SG,University,M,2/27/1984,Single,0,HDB3,530537
4296,SG,SG,Below Secondary,M,3/6/1984,Single,0,HDB3,670237
4297,SG,SG,Below Secondary,F,1/29/1969,Married,1,HDB3,520353
4298,SG,SG,Post Secondary,M,2/2/1966,Married,1,EC,534798
4299,SG,SG,Below Secondary,F,2/4/1945,Married,0,EC,534798
4300,SG,SG,Diploma,M,3/8/1984,Single,0,HDB4,670101
4301,SG,SG,University,M,3/13/1984,Widowed,0,HDB5,730415
4302,SG,SG,University,F,3/14/1948,Single,0,HDB5,821101
4303,SG,SG,University,F,3/18/1984,Divorced,0,HDB3,530349
4304,SG,SG,University,F,3/26/1972,Single,0,HDB4,605285
4305,SG,SG,Below Secondary,M,4/1/1984,Single,0,HDB5,760423
4306,SG,SG,Secondary,M,2/6/1945,Married,0,HDB5,520310
4307,SG,SG,University,M,2/13/1967,Married,1,HDB4,610005
4308,SG,SG,University,M,6/23/1972,Married,0,PC,239224
4309,SG,SG,Below Secondary,M,4/4/1984,Single,0,HDB3,510428
4310,SG,SG,Diploma,M,4/17/1984,Single,0,HDB3,680406
4311,SG,SG,University,M,7/18/1953,Married,0,HDB3,670120
4312,SG,SG,Diploma,M,5/2/1984,Widowed,0,HDB5,751467
4313,SG,SG,Diploma,M,10/5/1945,Married,0,HDB5,530911
4314,SG,SG,University,F,11/23/1980,Married,0,PC,239224
4315,SG,SG,Diploma,M,12/19/1969,Married,1,HDB3,520353
4316,SG,SG,Below Secondary,M,5/5/1984,Single,0,HDB3,753504
4317,SG,SG,University,F,1/6/1946,Married,0,HDB5,520310
4318,SG,SG,Diploma,M,5/5/1984,Single,0,SDH,288455
4319,SG,SG,University,F,2/7/1967,Married,1,HDB4,610005
4320,SG,SG,Diploma,M,4/20/1976,Married,5,HDB5,310254
4321,SG,SG,University,F,5/5/1984,Divorced,0,HDB3,200815
4322,SG,SG,Diploma,F,5/3/1976,Married,5,HDB5,310254
4323,SG,SG,Diploma,M,8/27/1973,Married,1,HDB4,411671
4324,SG,SG,University,F,5/9/1984,Single,0,HDB5,200813
4325,SG,SG,Below Secondary,F,8/30/1973,Married,1,HDB4,411671
4326,SG,SG,Diploma,F,10/4/1981,Married,0,HDB3,320030
4327,SG,SG,University,M,11/11/1981,Married,0,HDB3,320030
4328,SG,SG,Below Secondary,F,5/9/1984,Widowed,3,HDB3,670107
4329,SG,SG,Secondary,F,12/31/1950,Married,0,HDB5,822104
4330,SG,SG,University,M,5/13/1984,Single,0,HDB3,120355
4331,SG,SG,Secondary,M,5/19/1984,Single,0,HDB4,637071
4332,HK,PR,University,M,5/25/1984,Single,0,DH,537828
4333,SG,SG,Diploma,M,1/8/1950,Married,0,HDB5,822104
4334,SG,SG,University,M,5/28/1984,Single,0,HDB4,429014
4335,SG,SG,Secondary,F,8/19/1986,Married,2,HDB3,680704
4336,SG,SG,Below Secondary,M,5/28/1984,Divorced,0,HDB3,650368
4337,SG,SG,Secondary,M,8/23/1972,Married,1,EC,370027
4338,SG,SG,University,M,10/20/1952,Married,0,HDB4,680119
4339,SG,SG,Diploma,F,10/23/1972,Married,1,EC,370027
4340,SG,SG,Secondary,F,5/29/1984,Single,0,HDB4,644273
4341,SG,SG,University,F,11/22/1952,Married,0,HDB4,680119
4342,SG,SG,Secondary,M,1/31/1966,Married,0,HDB5,510251
4343,SG,SG,Below Secondary,M,5/30/1984,Widowed,0,HDB3,90021
4344,SG,SG,Below Secondary,F,2/25/1966,Married,0,HDB5,510251
4345,SG,SG,Below Secondary,M,6/4/1984,Single,0,HDB5,760750
4346,SG,SG,Below Secondary,F,6/9/1984,Single,0,HDB5,538683
4347,SG,SG,Post Secondary,M,6/10/1984,Single,0,HDB3,550243
4348,SG,SG,Below Secondary,F,3/7/1971,Married,1,HDB5,680448
4349,SG,SG,University,M,4/9/1986,Married,2,HDB3,680704
4350,SG,SG,Below Secondary,M,5/15/1971,Married,1,HDB5,680448
4351,SG,SG,Post Secondary,M,6/11/1984,Divorced,0,HDB3,680210
4352,SG,SG,Post Secondary,M,6/7/1980,Married,1,HDB5,670474
4353,SG,SG,University,M,6/7/1961,Married,0,HDB5,730004
4354,SG,SG,Post Secondary,M,7/10/1948,Married,0,HDB5,760819
4355,SG,SG,Below Secondary,M,6/14/1947,Single,0,HDB4,510101
4356,SG,SG,Below Secondary,M,6/17/1984,Single,0,HDB5,730709
4357,SG,SG,Post Secondary,M,7/31/1948,Married,0,HDB4,610005
4358,SG,SG,Post Secondary,M,10/15/1948,Married,0,HDB4,458756
4359,SG,SG,University,F,10/25/1980,Married,1,HDB5,670474
4360,SG,SG,University,F,6/21/1984,Single,0,HDB3,550403
4361,SG,SG,Post Secondary,F,6/29/1984,Single,0,HDB3,210037
4362,SG,SG,University,F,7/5/1984,Single,0,HDB5,733786
4363,SG,SG,Secondary,F,10/26/1978,Married,2,HDB3,823641
4364,SG,SG,Below Secondary,F,7/22/1984,Widowed,0,AP,466612
4365,SG,SG,University,M,1/8/1949,Married,0,HDB5,760836
4366,SG,SG,Secondary,F,3/10/1961,Married,0,HDB5,730004
4367,SG,SG,Below Secondary,M,3/23/1949,Married,0,HDB3,537984
4368,SG,SG,Below Secondary,M,7/27/1984,Single,0,HDB3,329856
4369,SG,SG,Secondary,F,8/4/1984,Single,0,HDB3,670626
4370,SG,SG,University,M,3/29/1960,Married,2,HDB3,680635
4371,SG,SG,Diploma,M,8/6/1984,Single,0,HDB5,520107
4372,SG,SG,Secondary,M,8/9/1984,Single,0,HDB5,640744
4373,SG,SG,Below Secondary,F,8/19/1984,Single,0,HDB5,760175
4374,SG,SG,University,M,3/30/1949,Married,0,HDB3,460530
4375,SG,SG,Post Secondary,M,4/8/1969,Married,3,AP,308227
4376,SG,SG,University,M,8/20/1984,Single,0,HDB3,510749
4377,SG,SG,Secondary,M,6/11/1969,Married,0,HDB4,590003
4378,SG,SG,Below Secondary,M,6/20/1949,Married,0,HDB5,733788
4379,SG,SG,Secondary,M,8/23/1984,Widowed,0,HDB5,730318
4380,SG,SG,University,M,6/25/1949,Married,4,HDB5,640532
4381,SG,SG,Post Secondary,F,7/1/1968,Married,3,AP,308227
4382,SG,SG,Secondary,F,8/30/1984,Single,0,HDB3,210009
4383,SG,SG,University,F,8/30/1984,Single,0,HDB3,530419
4384,SG,SG,Post Secondary,M,7/2/1969,Married,1,HDB5,142032
4385,SG,SG,Secondary,M,8/31/1978,Married,2,HDB3,823641
4386,SG,SG,Below Secondary,M,9/14/1971,Married,0,HDB4,600265
4387,SG,SG,Secondary,F,9/7/1984,Divorced,0,HDB3,200814
4388,SG,SG,Below Secondary,M,10/25/1949,Married,0,HDB4,600205
4389,SG,SG,Secondary,M,11/4/1949,Married,2,HDB3,610348
4390,SG,SG,University,M,9/9/1984,Single,0,HDB3,640735
4391,SG,SG,Secondary,F,12/27/1969,Married,1,HDB5,142032
4392,SG,SG,University,F,1/1/1971,Married,0,HDB4,600265
4393,SG,SG,Secondary,M,9/16/1984,Single,0,HDB3,160125
4394,SG,SG,Diploma,M,9/17/1984,Single,0,HDB5,440028
4395,SG,SG,Below Secondary,F,4/22/1960,Married,2,HDB3,680635
4396,SG,SG,Diploma,F,5/5/1959,Married,0,HDB3,682296
4397,SG,SG,Secondary,M,9/17/1984,Single,0,DH,276489
4398,SG,SG,University,M,9/18/1984,Single,0,HDB3,544324
4399,SG,SG,Diploma,M,10/1/1984,Single,0,HDB3,670406
4400,SG,SG,University,F,10/12/1984,Single,0,HDB4,680283
4401,SG,SG,University,F,10/12/1984,Divorced,3,HDB3,162006
4402,SG,SG,Secondary,M,10/13/1984,Single,0,HDB5,730026
4403,SG,SG,Below Secondary,F,5/12/1969,Married,1,HDB5,760366
4404,SG,SG,University,M,10/30/1984,Single,0,HDB4,610008
4405,SG,SG,University,M,6/1/1969,Married,1,HDB5,760366
4406,SG,SG,Secondary,F,10/31/1984,Single,0,HDB4,210012
4407,SG,SG,University,F,6/16/1962,Married,0,HDB5,730103
4408,SG,SG,Secondary,F,11/1/1984,Single,0,SH,307711
4409,SG,SG,University,F,11/2/1984,Widowed,0,HDB3,670535
4410,SG,SG,Secondary,F,7/14/1950,Married,0,HDB5,570221
4411,SG,SG,Below Secondary,F,8/11/1977,Married,1,HDB4,760275
4412,SG,SG,University,M,11/14/1984,Single,0,HDB4,614138
4413,SG,SG,Diploma,M,10/2/1962,Married,0,HDB5,730103
4414,SG,SG,Diploma,M,11/14/1984,Single,0,HDB4,600314
4415,SG,SG,Diploma,M,10/14/1950,Married,0,HDB5,570221
4416,SG,SG,University,M,11/17/1984,Single,0,HDB3,680443
4417,SG,SG,Diploma,M,1/19/1977,Married,1,HDB4,760275
4418,SG,SG,University,M,11/20/1984,Widowed,0,HDB3,670509
4419,SG,SG,Diploma,F,3/14/1988,Married,3,HDB4,200001
4420,SG,SG,University,M,3/19/1988,Married,3,HDB4,200001
4421,SG,SG,Diploma,M,11/29/1984,Single,0,HDB3,530694
4422,SG,SG,Below Secondary,M,12/8/1984,Divorced,0,SH,320002
4423,SG,SG,Secondary,M,4/26/1959,Married,0,HDB3,682296
4424,SG,SG,University,F,4/30/1975,Married,1,HDB3,680526
4425,SG,SG,Secondary,M,6/16/1974,Married,1,HDB3,680526
4426,SG,SG,Below Secondary,F,8/20/1990,Married,5,HDB3,200805
4427,SG,SG,Secondary,M,12/10/1984,Single,0,HDB5,431014
4428,SG,SG,University,F,9/7/1954,Married,0,HDB4,530132
4429,SG,SG,Below Secondary,F,2/11/1952,Married,0,HDB5,200804
4430,SG,SG,Secondary,F,12/11/1984,Single,0,HDB5,521894
4431,SG,SG,University,M,3/21/1990,Married,5,HDB3,200805
4432,SG,SG,Secondary,M,4/25/1954,Married,0,HDB4,530132
4433,SG,SG,Below Secondary,F,12/11/1984,Widowed,0,HDB4,560649
4434,SG,SG,Secondary,F,6/13/1952,Married,0,HDB5,570117
4435,SG,SG,University,M,8/8/1964,Married,0,HDB5,140143
4436,SG,SG,Secondary,M,12/12/1984,Single,0,HDB5,520303
4437,SG,SG,Secondary,F,10/4/1964,Married,0,HDB5,140143
4438,SG,SG,Secondary,M,11/5/1959,Married,1,HDB4,440004
4439,ID,PR,University,F,12/14/1984,Divorced,0,HDB3,643271
4440,SG,SG,Below Secondary,F,11/9/1959,Married,1,HDB4,440004
4441,SG,SG,Diploma,F,12/15/1972,Married,1,HDB5,530462
4442,SG,SG,Below Secondary,M,12/14/1984,Single,0,HDB2,760351
4443,SG,SG,University,M,12/22/1986,Single,4,AP,398447
4444,SG,SG,Diploma,M,12/25/1984,Single,0,HDB3,640623
4445,SG,SG,Below Secondary,F,12/27/1984,Single,0,HDB4,641495
4446,SG,SG,Diploma,M,12/30/1984,Single,0,HDB4,637071
4447,SG,SG,University,F,12/26/1979,Married,2,HDB5,641685
4448,SG,SG,Below Secondary,M,3/4/1979,Married,2,HDB5,641685
4449,SG,SG,University,M,1/20/1985,Single,0,HDB3,550407
4450,SG,SG,Below Secondary,M,3/12/1970,Married,1,PC,669590
4451,SG,SG,Secondary,M,5/30/1968,Married,4,HDB5,200002
4452,SG,SG,Below Secondary,F,1/26/1985,Widowed,0,HDB3,670615
4453,SG,SG,University,F,6/7/1970,Married,1,PC,669590
4454,SG,SG,Secondary,F,6/16/1968,Married,4,HDB5,200002
4455,SG,SG,Below Secondary,M,1/30/1985,Single,0,HDB4,543226
4456,SG,SG,Secondary,M,1/31/1985,Single,0,HDB3,670201
4457,SG,SG,University,M,2/3/1985,Single,0,HDB5,684485
4458,SG,SG,Below Secondary,F,7/13/1963,Married,1,HDB4,527450
4459,SG,SG,Secondary,M,8/10/1963,Married,1,HDB4,527450
4460,SG,SG,Below Secondary,M,2/4/1985,Single,0,HDB3,530334
4461,SG,SG,Secondary,F,8/31/1976,Married,2,HDB5,760862
4462,SG,SG,University,F,2/9/1985,Divorced,0,PC,529869
4463,SG,SG,Diploma,M,11/1/1976,Married,2,HDB5,760862
4464,SG,SG,Secondary,F,2/10/1985,Single,0,HDB3,730179
4465,SG,SG,University,M,2/11/1985,Single,0,HDB5,520389
4466,SG,SG,University,M,11/30/1972,Married,1,HDB5,530462
4467,SG,SG,University,F,2/13/1985,Widowed,0,HDB5,732690
4468,SG,SG,Diploma,M,2/20/1985,Single,0,HDB4,380131
4469,SG,SG,Below Secondary,M,2/20/1985,Single,0,HDB4,510190
4470,SG,SG,Diploma,M,2/28/1986,Single,4,AP,398447
4471,SG,SG,University,M,12/3/1986,Married,2,HDB3,610008
4472,SG,SG,Diploma,M,2/16/1954,Married,2,HDB5,211014
4473,SG,SG,Diploma,F,2/28/1985,Single,0,HDB4,680004
4474,SG,SG,University,F,3/6/1986,Married,2,HDB3,610008
4475,SG,SG,Diploma,M,3/8/1954,Married,0,HDB4,570022
4476,SG,SG,Below Secondary,M,3/9/1954,Married,0,HDB4,541119
4477,SG,SG,Post Secondary,M,3/3/1985,Single,0,HDB4,470108
4478,SG,SG,University,F,3/7/1985,Single,0,HDB5,730519
4479,SG,SG,Below Secondary,M,3/8/1985,Single,0,HDB3,543206
4480,SG,SG,Below Secondary,M,3/13/1954,Married,0,HDB3,530235
4481,SG,SG,Post Secondary,M,3/14/1954,Married,0,HDB4,541203
4482,SG,SG,University,M,3/23/1985,Widowed,1,EC,328103
4483,SG,SG,Post Secondary,F,3/16/1954,Married,0,SDH,278854
4484,SG,SG,Below Secondary,F,3/18/1974,Married,5,HDB5,200816
4485,SG,SG,Below Secondary,M,3/23/1985,Single,0,HDB4,520031
4486,SG,SG,Post Secondary,F,3/31/1985,Single,0,HDB3,550144
4487,SG,SG,University,M,4/25/1978,Married,1,HDB4,530438
4488,SG,SG,Post Secondary,M,4/10/1985,Single,0,HDB4,400340
4489,SG,SG,University,M,6/18/1954,Married,0,SDH,278854
4490,SG,SG,Post Secondary,F,7/13/1978,Married,1,HDB4,530438
4491,SG,SG,University,F,4/11/1985,Divorced,0,HDB5,200805
4492,SG,SG,Post Secondary,F,4/14/1985,Single,0,HDB5,698930
4493,SG,SG,Below Secondary,F,7/23/1963,Married,1,PC,390019
4494,SG,SG,University,M,4/17/1985,Single,0,HDB4,680612
4495,SG,SG,Post Secondary,F,7/29/1974,Married,1,HDB3,730508
4496,SG,SG,Post Secondary,M,8/27/1974,Married,1,HDB3,730508
4497,SG,SG,Below Secondary,M,4/26/1985,Widowed,0,HDB4,380116
4498,SG,SG,Post Secondary,M,9/11/1963,Married,1,PC,390019
4499,SG,SG,University,M,4/26/1985,Single,0,HDB5,760350
4500,SG,SG,Post Secondary,F,9/16/1988,Married,4,HDB5,520155
4501,SG,SG,University,M,9/22/1974,Married,5,HDB5,200816
4502,SG,SG,Secondary,M,5/1/1985,Divorced,2,HDB4,730637
4503,SG,SG,University,F,10/5/1953,Married,4,HDB5,381111
4504,SG,SG,Below Secondary,M,10/6/1988,Married,4,HDB5,520155
4505,SG,SG,Secondary,M,5/7/1985,Single,0,HDB3,520874
4506,SG,SG,University,F,5/15/1985,Single,0,HDB3,600411
4507,SG,SG,Secondary,F,5/21/1985,Single,0,PC,509000
4508,SG,SG,Below Secondary,M,10/30/1953,Married,4,HDB5,381111
4509,SG,SG,Below Secondary,F,5/28/1985,Widowed,0,HDB5,530960
4510,SG,SG,University,M,11/15/1974,Married,1,HDB5,370054
4511,SG,SG,University,F,11/17/1974,Married,1,HDB5,370054
4512,SG,SG,Diploma,M,12/5/1974,Married,4,HDB5,211671
4513,SG,SG,University,F,1/4/1974,Married,4,HDB5,211671
4514,SG,SG,Diploma,F,6/10/1985,Single,0,HDB5,310257
4515,SG,SG,Below Secondary,M,6/15/1985,Single,0,HDB3,200807
4516,SG,SG,Below Secondary,F,1/13/1974,Married,0,HDB5,440031
4517,SG,SG,Secondary,F,1/18/1966,Married,2,AP,159958
4518,SG,SG,Secondary,F,6/20/1985,Single,0,SH,248871
4519,SG,SG,University,F,7/13/1985,Single,0,HDB5,300069
4520,SG,SG,Secondary,M,7/15/1985,Single,0,HDB3,650157
4521,SG,SG,University,F,1/22/1955,Married,0,HDB5,760622
4522,SG,SG,University,F,1/28/1955,Married,1,HDB3,210013
4523,SG,SG,University,M,7/16/1985,Divorced,0,HDB3,680668
4524,SG,SG,University,F,2/17/1955,Married,0,HDB5,560111
4525,SG,SG,Diploma,F,7/19/1985,Single,0,HDB5,640534
4526,SG,SG,Secondary,M,4/1/1964,Married,2,AP,159958
4527,SG,SG,Secondary,M,7/20/1985,Widowed,0,HDB4,530572
4528,SG,SG,University,F,4/27/1955,Married,0,HDB3,530693
4529,SG,SG,Post Secondary,F,5/7/1959,Married,0,TH,329049
4530,SG,SG,Diploma,F,7/31/1985,Single,0,HDB3,550546
4531,SG,SG,Secondary,F,7/15/1955,Married,0,HDB3,685296
4532,SG,SG,University,F,8/7/1985,Single,0,HDB5,100045
4533,SG,SG,Below Secondary,F,8/10/1985,Single,0,HDB3,320097
4534,SG,SG,Post Secondary,F,8/7/1955,Married,0,HDB4,470103
4535,SG,SG,University,M,8/21/1974,Married,0,HDB5,440031
4536,SG,SG,Secondary,F,8/11/1985,Single,0,HDB4,310051
4537,SG,SG,Below Secondary,M,8/11/1985,Single,0,HDB3,550514
4538,SG,SG,Post Secondary,M,9/25/1959,Married,0,TH,329049
4539,CN,PR,University,F,8/14/1985,Widowed,0,HDB5,520945
4540,SG,SG,University,F,10/22/1983,Married,1,HDB4,640622
4541,SG,SG,University,F,10/31/1974,Married,3,PC,159967
4542,SG,SG,University,M,11/12/1983,Married,1,HDB4,640622
4543,SG,SG,Secondary,M,12/19/1974,Married,3,PC,159967
4544,SG,SG,Secondary,M,8/18/1985,Single,0,HDB3,570263
4545,SG,SG,Post Secondary,F,8/24/1985,Single,0,HDB3,370019
4546,SG,SG,University,M,8/29/1985,Single,0,HDB3,654289
4547,SG,SG,Diploma,M,8/31/1985,Single,0,HDB3,310248
4548,SG,SG,Diploma,F,12/22/1969,Married,3,HDB4,390016
4549,SG,SG,University,F,1/14/1956,Married,1,HDB3,530253
4550,SG,SG,Secondary,M,9/13/1985,Single,0,HDB4,541157
4551,SG,SG,University,M,9/13/1985,Single,0,HDB4,600004
4552,SG,SG,Secondary,F,9/18/1985,Single,0,HDB4,380011
4553,SG,SG,Below Secondary,F,9/21/1967,Divorced,0,SDH,309946
4554,SG,SG,Post Secondary,M,9/27/1985,Single,0,HDB4,120612
4555,SG,SG,University,M,10/3/1985,Single,0,HDB3,530710
4556,SG,SG,University,F,10/4/1985,Widowed,0,HDB4,530541
4557,SG,SG,University,M,1/16/1969,Married,3,HDB4,390016
4558,SG,SG,University,F,10/5/1985,Single,0,HDB4,330064
